host_genus_species	host_genus	host_sp	host_subsp	host_status_2021	host_order	host_fam	host_continent	zoo_loc2	same_continent	v_class	v_fam	v_sp	v_strain	seroprevalence	sample_size	sample_size_class	positive_sample	host_pop	collection_year_range	collection_firstyear	collection_lastyear	paper_ID	pub_year	paper_per_year	reviewer
Ailurus fulgens	Ailurus	fulgens		EN	Carnivora	Ailuridae	Asia	Europe	no	IV	Flaviviridae	west nile virus		0	2	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Apodemus flavicollis	Apodemus	flavicollis		LC	Rodentia	Muridae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Apodemus sylvaticus	Apodemus	sylvaticus		LC	Rodentia	Muridae	"Europe; Africa"	Europe	yes	IV	Flaviviridae	west nile virus		0	10	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Arvicola amphibius	Arvicola	amphibius		LC	Rodentia	Cricetidae	"Europe; Asia"	Europe	yes	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Callithrix penicillata	Callithrix	penicillata		LC	Primates	Callitrichidae	South America	Europe	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Camelus bactrianus	Camelus	bactrianus		NA	Cetartiodactyla	Camelidae	Asia	Europe	no	IV	Flaviviridae	west nile virus		0	6	<=10	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Canis lupus	Canis	lupus		LC	Carnivora	Canidae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		100	2	<=5	2	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Canis lupus occidentalis	Canis	lupus	occidentalis	LC	Carnivora	Canidae	North America	Europe	no	IV	Flaviviridae	west nile virus		100	2	<=5	2	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Castor canadensis	Castor	canadensis		LC	Rodentia	Castoridae	North America	Europe	no	IV	Flaviviridae	west nile virus		0	10	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Cavia porcellus	Cavia	porcellus		DD	Rodentia	Caviidae	South America	Europe	no	IV	Flaviviridae	west nile virus		33	3	<=5	1	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Dolichotis patagonum	Dolichotis	patagonum		NT	Rodentia	Caviidae	South America	Europe	no	IV	Flaviviridae	west nile virus		11.7	17	<=50	2	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Equus asinus	Equus	asinus		NA	Perissodactyla	Equidae	"Europe; Asia; Africa; Northern America; South America; Oceania"	Europe	yes	IV	Flaviviridae	west nile virus		0	1	<=5	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Equus caballus caballus	Equus	caballus	caballus	NA	Perissodactyla	Equidae	"Europe; Asia; Africa; Northern America; South America; Oceania"	Europe	yes	IV	Flaviviridae	west nile virus		0	3	<=5	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Equus quagga chapmani	Equus	quagga	chapmani	NT	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Giraffa camelopardalis reticulata	Giraffa	camelopardalis	reticulata	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Glis glis	Glis	glis		LC	Rodentia	Gliridae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		0	9	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Hydrochoerus hydrochaeris	Hydrochoerus	hydrochaeris		LC	Rodentia	Caviidae	South America	Europe	no	IV	Flaviviridae	west nile virus		0	2	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Lama guanicoe	Lama	guanicoe		LC	Cetartiodactyla	Camelidae	South America	Europe	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Macropus rufogriseus	Macropus	rufogriseus		LC	Diprotodontia	Macropodidae	Oceania	Europe	no	IV	Flaviviridae	west nile virus		0	2	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Meles meles	Meles	meles		LC	Carnivora	Mustelidae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Mus musculus	Mus	musculus		LC	Rodentia	Muridae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		0	13	<=50	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Nomascus gabriellae	Nomascus	gabriellae		EN	Primates	Hylobatidae	Asia	Europe	no	IV	Flaviviridae	west nile virus		0	7	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Oryctolagus cuniculus	Oryctolagus	cuniculus		EN	Lagomorpha	Leporidae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		50	2	<=5	1	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Oryctolagus cuniculus domesticus	Oryctolagus	cuniculus	domesticus	EN	Lagomorpha	Leporidae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		0	3	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Europe	no	IV	Flaviviridae	west nile virus		0	7	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Rattus norvegicus 	Rattus	norvegicus		LC	Rodentia	Muridae	"North America; Europe; Asia; Africa; South America; Oceania"	Europe	yes	IV	Flaviviridae	west nile virus		0	14	<=50	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Saimiri boliviensis	Saimiri	boliviensis		LC	Primates	Cebidae	South America	Europe	no	IV	Flaviviridae	west nile virus		0	6	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Suricata suricatta	Suricata	suricatta		LC	Carnivora	Herpestidae	Africa	Europe	no	IV	Flaviviridae	west nile virus		0	7	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Sus scrofa	Sus	scrofa		LC	Cetartiodactyla	Suidae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		33	3	<=5	1	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Ursus arctos	Ursus	arctos		LC	Carnivora	Ursidae	North America	Europe	no	IV	Flaviviridae	west nile virus		0	2	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Varecia variegata	Varecia	variegata		CR	Primates	Lemuridae	Africa	Europe	no	IV	Flaviviridae	west nile virus		0	5	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Vicugna pacos	Vicugna	pacos		LC	Cetartiodactyla	Camelidae	South America	Europe	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Vulpes vulpes	Vulpes	vulpes		LC	Carnivora	Canidae	"Europe; Asia"	Europe	yes	IV	Flaviviridae	west nile virus		100	2	<=5	2	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Bos taurus	Bos	taurus		NA	Cetartiodactyla	Bovidae	"Africa; Europe; Asia"	Europe	yes	IV	Flaviviridae	usutu virus		0	1	<=5	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	usutu virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Capra ibex	Capra	ibex		LC	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	usutu virus		0	19	<=50	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Cervus elaphus	Cervus	elaphus		LC	Cetartiodactyla	Cervidae	"Europe; Asia; Africa"	Europe	yes	IV	Flaviviridae	usutu virus		0	7	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	IV	Flaviviridae	usutu virus		0	13	<=50	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Kobus leche kafuensis	Kobus	leche	kafuensis	NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	usutu virus		0	3	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Ovis aries	Ovis	aries		NA	Cetartiodactyla	Bovidae	"Europe; Asia"	Europe	yes	IV	Flaviviridae	usutu virus		0	7	<=10	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Ovis aries musimon	Ovis	aries	musimon	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	usutu virus		0	7	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	IV	Flaviviridae	usutu virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Rupicapra rupicapra	Rupicapra	rupicapra		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	IV	Flaviviridae	usutu virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Bos taurus	Bos	taurus		NA	Cetartiodactyla	Bovidae	"Africa; Europe; Asia"	Europe	yes	IV	Flaviviridae	west nile virus		0	1	<=5	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Capra ibex	Capra	ibex		LC	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		0	19	<=50	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Cervus elaphus	Cervus	elaphus		LC	Cetartiodactyla	Cervidae	"Europe; Asia; Africa"	Europe	yes	IV	Flaviviridae	west nile virus		0	7	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		0	13	<=50	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Kobus leche kafuensis	Kobus	leche	kafuensis	NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	west nile virus		0	3	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Ovis aries	Ovis	aries		NA	Cetartiodactyla	Bovidae	"Europe; Asia"	Europe	yes	IV	Flaviviridae	west nile virus		0	7	<=10	0	domestic	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Ovis aries musimon	Ovis	aries	musimon	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		0	7	<=10	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Rupicapra rupicapra	Rupicapra	rupicapra		LC	Cetartiodactyla	Cervidae	Europe	Europe	yes	IV	Flaviviridae	west nile virus		0	1	<=5	0	captive	2002-2018	2002	2018	Kvapil et al, 2021	2021	4	PVL
Allochrocebus preussi	Allochrocebus	preussi		EN	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	14	<=50	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Cercocebus agilis	Cercocebus	agilis		LC	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	12	<=50	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Cercocebus torquatus	Cercocebus	torquatus		EN	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	16	<=50	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Cercopithecus cephus	Cercopithecus	cephus		LC	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	20	<=50	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Cercopithecus erythotis	Cercopithecus	erythotis		VU	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	6	<=10	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Cercopithecus mona	Cercopithecus	mona		NT	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	8	<=10	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Cercopithecus neglectus	Cercopithecus	neglectus		LC	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	12.5	8	<=10	1	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Cercopithecus nictitans	Cercopithecus	nictitans		NT	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	31	<=50	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Cercopithecus pogonias	Cercopithecus	pogonias		NT	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	1	<=5	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Chlorocebus tantalus	Chlorocebus	tantalus		LC	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	7	<=10	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Colobus gueresa	Colobus	gueresa		LC	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	3	<=5	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Erythrocebus patas	Erythrocebus	patas		NT	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	7	<=10	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Gorilla gorilla	Gorilla	gorilla		CR	Primates	Hominidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	5.7	35	<=50	2	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Lophocebus albigena	Lophocebus	albigena		VU	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	4	<=5	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Mandrillus leucophaeus	Mandrillus	leucophaeus		EN	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	14.7	34	<=50	5	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Mandrillus sphinx	Mandrillus	sphinx		VU	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0.3	296	>50	1	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Miopithecus talapoin	Miopithecus	talapoin		VU	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	0	1	<=5	0	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	11.2	258	>50	29	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Papio anubis	Papio	anubis		LC	Primates	Cercopithecidae	Africa	Africa	yes	V	Filoviridae	ebola virus	Zaire	4	25	<=50	1	captive	1985-2000	1985	2000	Leroy at al, 2004	2004	2	PVL
Connochaetes gnou	Connochaetes	gnou		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	I	Herpesviridae	alcelaphine herpesvirus	1	100	5	<=5	5	captive	2009-2018	2009	2018	Ortiz et al, 2018	2018	4	PVL
Connochaetes gnou	Connochaetes	gnou		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	I	Herpesviridae	alcelaphine herpesvirus	1	89.47368421	19	<=50	17	captive	2009-2022	2009	2018	Ortiz et al, 2018	2018	4	PVL
Connochaetes taurinus	Connochaetes	taurinus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	I	Herpesviridae	alcelaphine herpesvirus	1	0	8	<=10	0	captive	2009-2019	2009	2018	Ortiz et al, 2018	2018	4	PVL
Connochaetes taurinus	Connochaetes	taurinus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	I	Herpesviridae	alcelaphine herpesvirus	1	12.5	8	<=10	1	captive	2009-2021	2009	2018	Ortiz et al, 2018	2018	4	PVL
Connochaetes taurinus	Connochaetes	taurinus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	I	Herpesviridae	alcelaphine herpesvirus	1	0	11	<=50	0	captive	2009-2020	2009	2018	Ortiz et al, 2018	2018	4	PVL
Cercocebus atys	Cercocebus	atys		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gii.4	0	6	<=10	0	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Cercocebus atys	Cercocebus	atys		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gv.1	16.6	6	<=10	1	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Gorilla gorilla	Gorilla	gorilla		CR	Primates	Hominidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gii.4	0	2	<=5	0	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Gorilla gorilla	Gorilla	gorilla		CR	Primates	Hominidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gv.1	0	2	<=5	0	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Macaca fuscata	Macaca	fuscata		LC	Primates	Cercopithecidae	Asia	Europe	no	IV	Caliciviridae	norovirus	gii.4	29	62	>50	18	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Macaca fuscata	Macaca	fuscata		LC	Primates	Cercopithecidae	Asia	Europe	no	IV	Caliciviridae	norovirus	gv.1	19.3	62	>50	12	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Mandrillus sphinx	Mandrillus	sphinx		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gii.4	10	10	<=10	1	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Mandrillus sphinx	Mandrillus	sphinx		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gv.1	50	10	<=10	5	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gii.4	0	2	<=5	0	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gv.1	100	2	<=5	2	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Papio hamadryas	Papio	hamadryas		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gii.4	0	1	<=5	0	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Papio hamadryas	Papio	hamadryas		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	norovirus	gv.1	0	1	<=5	0	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Pongo pygmaeus	Pongo	pygmaeus		CR	Primates	Hominidae	Asia	Europe	no	IV	Caliciviridae	norovirus	gii.4	33.3	3	<=5	1	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Pongo pygmaeus	Pongo	pygmaeus		CR	Primates	Hominidae	Asia	Europe	no	IV	Caliciviridae	norovirus	gv.1	0	3	<=5	0	captive	2001-2017	2001	2017	Profio et al, 2019	2019	2	PVL
Panthera tigris tigris	Panthera	tigris	tigris	EN	Carnivora	Felidae	Asia	Asia	yes	VI	Retroviridae	feline immunodeficiency virus		0	9	<=10	0	captive	2017	2017	2017	Reyes et al, 2018	2018	5	PVL
Panthera tigris tigris	Panthera	tigris	tigris	EN	Carnivora	Felidae	Asia	Asia	yes	VI	Retroviridae	feline leukemia virus		0	9	<=10	0	captive	2017	2017	2017	Reyes et al, 2018	2018	5	PVL
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	III	Reoviridae	bluetongue virus		3.4	118	>50	4	captive	2013	2013	2013	Sanchez Romano et al, 2019	2019	3	PVL
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	IV	Flaviviridae	bovine viral diarrhea virus		4.2	118	>50	5	captive	2013	2013	2013	Sanchez Romano et al, 2019	2019	3	PVL
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	I	Herpesviridae	cervid herpesvirus	2	20.3	118	>50	24	captive	2013	2013	2013	Sanchez Romano et al, 2019	2019	3	PVL
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	I	Herpesviridae	malignant catarrhal fever virus		5.9	118	>50	7	captive	2013	2013	2013	Sanchez Romano et al, 2019	2019	3	PVL
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	yes	V	Bunyaviridae	schmallenberg virus		59.3	118	>50	70	captive	2013	2013	2013	Sanchez Romano et al, 2019	2019	3	PVL
Equus quagga	Equus	quagga		NT	Perissodactyla	Equidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	1	32	11	<=50	3	captive	2015-2016	2015	2016	Seeber et al, 2020	2020	3	PVL
Equus quagga	Equus	quagga		NT	Perissodactyla	Equidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	3	11	<=50	1	captive	2015-2016	2015	2016	Seeber et al, 2020	2020	3	PVL
Equus quagga	Equus	quagga		NT	Perissodactyla	Equidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	1	60	22	<=50	13	wild	2015-2016	2015	2016	Seeber et al, 2020	2020	3	PVL
Equus quagga	Equus	quagga		NT	Perissodactyla	Equidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	56	22	<=50	12	wild	2015-2016	2015	2016	Seeber et al, 2020	2020	3	PVL
Capreolus capreolus	Capreolus	capreolus		LC	Cetartiodactyla	Cervidae	"Europe; Asia"	Europe	yes	V	Orthomyxoviridae	influenza a virus		0	29	<=50	0	captive	2000-2002	2000	2002	Soilemetzidou et al, 2018	2018	6	PVL
Cervus elaphys	Cervus	elaphus		LC	Cetartiodactyla	Cervidae	"Europe; Asia"	Europe	yes	V	Orthomyxoviridae	influenza a virus		0.0153846153846154	65	>50	1	captive	2000-2002	2000	2002	Soilemetzidou et al, 2018	2018	6	PVL
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	"Europe; Asia"	Europe	yes	V	Orthomyxoviridae	influenza a virus		0	43	<=50	0	captive	2000-2002	2000	2002	Soilemetzidou et al, 2018	2018	6	PVL
Alouatta caraya	Alouatta	caraya		NT	Primates	Atelidae	South America	Europe	no	IV	Caliciviridae	hepatitis e virus		0	3	<=5	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Ateles hybridus	Ateles	hybridus		CR	Primates	Atelidae	South America	Europe	no	IV	Caliciviridae	hepatitis e virus		0	4	<=5	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Cercocebus atys lunulatus	Cercocebus	lunulatus	lunulatus	EN	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Gorilla gorilla	Gorilla	gorilla		CR	Primates	Hominidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		15.2	46	<=50	7	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Hylobates lar	Hylobates	lar		EN	Primates	Hylobatidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		9.1	11	<=50	1	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Macaca fuscata	Macaca	fuscata		LC	Primates	Cercopithecidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Mandrillus leucophaeus	Mandrillus	leucophaeus		EN	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		14.3	7	<=10	1	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Pan paniscus	Pan	paniscus		EN	Primates	Hominidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		4	25	<=50	1	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Pan troglodytes	Pan	troglodytes		EN	Primates	Hominidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	70	>50	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Pithecia pithecia	Pithecia	pithecia		LC	Primates	Pitheciidae	"North America; South America"	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Pongo abelii	Pongo	abelii		CR	Primates	Hominidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	17	<=50	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Pongo pygmaeus	Pongo	pygmaeus		CR	Primates	Hominidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	20	<=50	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Saimiri boliviensis	Saimiri	boliviensis		LC	Primates	Cebidae	South America	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Theropithecus gelada	Theropithecus	gelada		LC	Primates	Cercopithecidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	61	>50	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Trachypithecus auratus	Trachypithecus	auratus		VU	Primates	Cercopithecidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	6	<=10	0	captive	2015-2016	2015	2016	Sparh et al, 2018	2018	7	PVL
Cervus nippon	Cervus	nippon		LC	Cetartiodactyla	Cervidae	Asia	Europe	no	I	Herpesviridae	malignant catarrhal fever virus		50	9	<=10	4	captive	2002-2010	2002	2010	Frontoso et al, 2016	2016	2	SF
