host_genus_species	host_genus	host_sp	host_subsp	host_status_2021	host_order	host_fam	host_continent	zoo_loc2	same_continent	v_class	v_fam	v_sp	v_strain	seroprevalence	sample_size	sample_size_class	positive_sample	host_pop	collection_year_range	collection_firstyear	collection_lastyear	paper_ID	pub_year	paper_per_year	reviewer
Hemitragus jemlahicus	Hemitragus	jemlahicus		NT	Cetartiodactyla	Bovidae	Asia	Europe	no	I	Herpesviridae	malignant catarrhal fever virus		75	3	<=5	2	captive	2002-2003	2002	2003	Frontoso et al, 2016	2016	2	SF
Kobus megaceros	Kobus	megaceros		EN	Cetartiodactyla	Bovidae	Africa	Europe	no	I	Herpesviridae	malignant catarrhal fever virus		0	67	>50	0	captive	1999-2010	1999	2010	Frontoso et al, 2016	2016	2	SF
Ovis gmelini	Ovis	gmelini		NT	Cetartiodactyla	Bovidae	Asia	Europe	no	I	Herpesviridae	malignant catarrhal fever virus		3	28	<=50	1	captive	2003-2008	2003	2008	Frontoso et al, 2016	2016	2	SF
Equus asinus asinus	Equus	asinus	asinus	NA	Perissodactyla	Equidae	Asia, Africa	North America	no	IV	Flaviviridae	west nile virus		100	2	<=5	2	domestic	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Lama guanicoe	Lama	guanicoe		LC	Cetartiodactyla	Camelidae	South America	North America	no	IV	Flaviviridae	west nile virus		100	1	<=5	1	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Procyon lotor	Procyon	lotor		LC	Carnivora	Procyonidae	North America	North America	yes	IV	Flaviviridae	west nile virus		100	2	<=5	2	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Antilope cervicapra	Antilope	cervicapra		LC	Cetartiodactyla	Bovidae	Asia	North America	no	IV	Flaviviridae	west nile virus		100	4	<=5	4	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Capra walie	Capra	walie		VU	Cetartiodactyla	Bovidae	Africa	North America	no	IV	Flaviviridae	west nile virus		100	3	<=5	3	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Herpailurus yagouaroundi	Herpailurus	yagouaroundi		LC	Carnivora	Felidae	South America, Central America, North America	North America	yes	IV	Flaviviridae	west nile virus		100	3	<=5	3	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Kobus ellipsiprymnus	Kobus	ellipsiprymnus		LC	Cetartiodactyla	Bovidae	Africa	North America	no	IV	Flaviviridae	west nile virus		100	1	<=5	1	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Leopardus weddelii	Leopardus	weddelii		LC	Carnivora	Felidae	South America, Central America, North America	North America	yes	IV	Flaviviridae	west nile virus		100	2	<=5	2	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Panthera onca	Panthera	onca		NT	Carnivora	Felidae	South America, Central America, North America	North America	yes	IV	Flaviviridae	west nile virus		100	1	<=5	1	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Panthera tigris	Panthera	tigris		EN	Carnivora	Felidae	Asia	North America	no	IV	Flaviviridae	west nile virus		100	1	<=5	1	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Tragelaphus oryx	Tragelaphus	oryx		LC	Cetartiodactyla	Bovidae	Africa	North America	no	IV	Flaviviridae	west nile virus		100	1	<=5	1	captive	2005	2005	2005	Hidalgo Martinez et al, 2008	2008	2	SF
Hylobates agilis	Hylobates	agilis		EN	Primates	Hylobatidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	19	<=50	4	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Hylobates lar	Hylobates	lar		EN	Primates	Hylobatidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	10	<=10	3	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Hylobates muelleri	Hylobates	muelleri		EN	Primates	Hylobatidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	3	<=5	1	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Macaca cyclopis	Macaca	cyclopis		LC	Primates	Cercopithecidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	156	>50	0	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Macaca fascicularis	Macaca	fascicularis		VU	Primates	Cercopithecidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	20	<=50	0	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Macaca fuscata	Macaca	fuscata		LC	Primates	Cercopithecidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	7	<=10	0	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Macaca nemestrina	Macaca	nemestrina		VU	Primates	Cercopithecidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	10	<=10	0	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Macaca nigra	Macaca	nigra		CR	Primates	Cercopithecidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	5	<=5	0	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Nomascus concolor	Nomascus	concolor		CR	Primates	Hylobatidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	1	<=5	0	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Nomascus gabriellae	Nomascus	gabriellae		EN	Primates	Hylobatidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	2	<=5	0	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Nomascus leucogenys	Nomascus	leucogenys		CR	Primates	Hylobatidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		0	7	<=10	1	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Pan troglodytes	Pan	troglodytes		EN	Primates	Pongidae	Africa	Asia	no	VII	Hepadnaviridae	hepatitis b virus		0	4	<=5	0	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Papio hamadryas	Papio	hamadryas		LC	Primates	Cercopithecidae	Africa	Asia	no	VII	Hepadnaviridae	hepatitis b virus		0	14	<=50	0	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Pongo pygmaeus	Pongo	pygmaeus		CR	Primates	Pongidae	Asia	Asia	yes	VII	Hepadnaviridae	hepatitis b virus		18	28	<=50	5	captive	2005-2007	2005	2007	Huang et al, 2009	2009	1	SF
Ateles belzebuth	Ateles	belzebuth		EN	Primates	Atelidae	South America	South America	yes	IV	Caliciviridae	hepatitis a virus		100	1	<=5	1	captive	2014	2014	2014	Setzer et al, 2014	2014	1	SF
Callithrix geoffroyi	Callithrix	geoffroyi		LC	Primates	Callitrichidae	South America	South America	yes	IV	Caliciviridae	hepatitis a virus		5.88	17	<=50	1	captive	2014	2014	2014	Setzer et al, 2014	2014	1	SF
Callithrix jacchus	Callithrix	jacchus		LC	Primates	Callitrichidae	South America	South America	yes	IV	Caliciviridae	hepatitis a virus		6.89	29	<=50	2	captive	2014	2014	2014	Setzer et al, 2014	2014	1	SF
Lagothrix lagothricha	Lagothrix	lagothricha		VU	Primates	Atelidae	"North America; South America"	South America	yes	IV	Caliciviridae	hepatitis a virus		25	4	<=5	1	captive	2014	2014	2014	Setzer et al, 2014	2014	1	SF
Leontopithecus chrysopygus	Leontopithecus	chrysopygus		EN	Primates	Callitrichidae	"North America; South America"	South America	yes	IV	Caliciviridae	hepatitis a virus		8	25	<=50	2	captive	2014	2014	2014	Setzer et al, 2014	2014	1	SF
Saguinus midas	Saguinus	midas		LC	Primates	Callitrichidae	"North America; South America"	South America	yes	IV	Caliciviridae	hepatitis a virus		66.66	3	<=5	2	captive	2014	2014	2014	Setzer et al, 2014	2014	1	SF
Saguinus mystax	Saguinus	mystax		LC	Primates	Callitrichidae	"North America; South America"	South America	yes	IV	Caliciviridae	hepatitis a virus		100	1	<=5	1	captive	2014	2014	2014	Setzer et al, 2014	2014	1	SF
Sapajus sp.	Sapajus	sp.		NA	Primates	Cebidae	"North America; South America"	South America	yes	IV	Caliciviridae	hepatitis a virus		8.39	131	>50	11	captive	2014	2014	2014	Setzer et al, 2014	2014	1	SF
Sapajus xanthostemos	Sapajus	xanthostemos		CR	Primates	Cebidae	"North America; South America"	South America	yes	IV	Caliciviridae	hepatitis a virus		100	1	<=5	1	captive	2014	2014	2014	Setzer et al, 2014	2014	1	SF
Canis lupusÊ	Canis	lupus		LC	Carnivora	Canidae	North America, Asia, Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	4	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Colobus angolensis	Colobus	angolensis		VU	Primates	Cercopithecidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Crocuta crocuta	Crocuta	crocuta		LC	Carnivora	Hyaenidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Diceros bicornis	Diceros	bicornis		CR	Perissodactyla	Rhinocerotidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	7	<=10	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus africanus somaliensis	Equus	africanus	somaliensis	CR	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus asinus	Equus	asinus		NA	Perissodactyla	Equidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		50	2	<=5	1	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus ferus caballus	Equus	ferus	caballus	EN	Perissodactyla	Equidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus ferus caballus	Equus	ferus	caballus	EN	Perissodactyla	Equidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus ferus caballus	Equus	ferus	caballus	EN	Perissodactyla	Equidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	3	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus ferus ferus	Equus	ferus	ferus	EN	Perissodactyla	Equidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus quagga boehmi	Equus	quagga	boehmi	NT	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	6	<=10	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus quagga borensis	Equus	quagga	borensis	NT	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus quagga burchellii	Equus	quagga	burchellii	NT	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Equus zebra hartmannae	Equus	zebra	hartmannae	VU	Perissodactyla	Equidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	5	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Giraffa camelopardalis reticulata	Giraffa	camelopardalis	reticulata	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Giraffa camelopardalis rothschieldii	Giraffa	camelopardalis	rothschieldii	VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Hylobates lar	Hylobates	lar		EN	Primates	Hylobatidae	Asia	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Lama glama guanaco	Lama	glama	guanaco	NA	Cetartiodactyla	Camelidae	South America	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Lupulella mesomelas	Lupulella	mesomelas		LC	Carnivora	Canidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Lycaon pictus	Lycaon	pictus		EN	Carnivora	Canidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Acinonyx jubatus	Acinonyx	jubatus		VU	Carnivora	Felidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Addax nasomaculatus	Addax	nasomaculatus		CR	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	5	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Aepyceros melampus	Aepyceros	melampus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	3	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Alces alces	Alces	alces		LC	Cetartiodactyla	Cervidae	Europe, Asia	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Ammotragus lervia	Ammotragus	lervia		VU	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	6	<=10	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Antidorcas marsupialis	Antidorcas	marsupialis		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Bison Bison	Bison	bison		NT	Cetartiodactyla	Bovidae	North America	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Bos primigenius taurus	Bos	primigenius	taurus	NA	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Bos primigenius taurus	Bos	primigenius	taurus	NA	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Capra aegagrus hircus	Capra	aegagrus	hircus	NT	Cetartiodactyla	Bovidae	Asia	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Phacochoerus africanus	Phacochoerus	africanus		LC	Cetartiodactyla	Suidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Capra caucasica	Capra	caucasica		EN	Cetartiodactyla	Bovidae	Europe, Asia	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Capra falconeri	Capra	falconeri		NT	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	tick born encephalitis		100	1	<=5	1	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Capra hircus	Capra	hircus		NA	Cetartiodactyla	Bovidae	Worldwide	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	3	<=5	0	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Cervus canadensis	Cervus	canadensis		LC	Cetartiodactyla	Cervidae	"Europe; Asia; North America"	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Connochaetes gnou	Connochaetes	gnou		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	3	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Damaliscus pygargus	Damaliscus	pygargus	phillipsi	LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Eudorcas thomsonii	Eudorcas	thomsonii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		50	2	<=5	1	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Hippotragus equinus	Hippotragus	equinus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Hippotragus niger	Hippotragus	niger		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	3	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Kobus ellipsiprymnus	Kobus	ellipsiprymnus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Kobus ellipsiprymnus	Kobus	ellipsiprymnus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	4	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Kobus leche	Kobus	leche		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Leptailurus serval	Leptailurus	serval		LC	Carnivora	Felidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Naemorhedus caudatus	Naemorhedus	caudatus		VU	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Nanger dama	Nanger	dama		CR	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	5	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Oreamnos americanus	Oreamnos	americanus		LC	Cetartiodactyla	Bovidae	North America	Europe	no	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Oryx dammah	Oryx	dammah		EW	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	5	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Oryx gazella	Oryx	gazella		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Ovis aries cameroon	Ovis	aries	cameroon	NA	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Ovis orientalis aries	Ovis	orientalis	aries	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Ovis orientalis aries	Ovis	orientalis	aries	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Ovis orientalis aries	Ovis	orientalis	aries	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Ovis orientalis aries	Ovis	orientalis	aries	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	domestic	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Panthera leo	Panthera	leo		VU	Carnivora	Felidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Panthera leo persica	Panthera	leo	persica	VU	Carnivora	Felidae	Asia	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Panthera pardus orientalis	Panthera	pardus	orientalis	CR	Carnivora	Felidae	Asia	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Rangifer tarandus	Rangifer	tarandus		VU	Cetartiodactyla	Cervidae	"North America; Europe; Asia"	Europe	no	IV	Flaviviridae	tick born encephalitis		100	1	<=5	1	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Redunca fulvorufula	Redunca	fulvorufula		EN	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Tragelaphus angasii	Tragelaphus	angasii		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Tragelaphus eurycerus	Tragelaphus	eurycerus		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Tragelaphus imberbis	Tragelaphus	imberbis		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	2	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Tragelaphus strepsiceros	Tragelaphus	strepsiceros		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Flaviviridae	tick born encephalitis		0	1	<=5	0	captive	2013	2013	2013	Sirmarova et al, 2014	2014	2	SF
Macaca arctoides	Macaca	arctoides		VU	Primates	Cercopithecidae	Asia	Europe	no	I	Polyomaviridae	simian virus 40		60	10	<=10	6	captive	2007	2007	2007	Verschoor et al, 2008	2008	3	SF
Macaca fascicularis	Macaca	fascicularis		VU	Primates	Cercopithecidae	Asia	Europe	no	I	Polyomaviridae	simian virus 40		44.8	660	>50	296	captive	2007	2007	2007	Verschoor et al, 2008	2008	3	SF
Macaca fuscata	Macaca	fuscata		LC	Primates	Cercopithecidae	Asia	Europe	no	I	Polyomaviridae	simian virus 40		47.8	23	<=50	11	captive	2007	2007	2007	Verschoor et al, 2008	2008	3	SF
Macaca mulatta	Macaca	mulatta		LC	Primates	Cercopithecidae	Asia	Europe	no	I	Polyomaviridae	simian virus 40		74.7	566	>50	423	captive	2007	2007	2007	Verschoor et al, 2008	2008	3	SF
Macaca nemestrina	Macaca	nemestrina		VU	Primates	Cercopithecidae	Asia	Europe	no	I	Polyomaviridae	simian virus 40		60	5	<=5	3	captive	2007	2007	2007	Verschoor et al, 2008	2008	3	SF
Macaca nigra	Macaca	nigra		CR	Primates	Cercopithecidae	Asia	Europe	no	I	Polyomaviridae	simian virus 40		0	18	<=50	0	captive	2007	2007	2007	Verschoor et al, 2008	2008	3	SF
Macaca thibetana	Macaca	thibetana		NT	Primates	Cercopithecidae	Asia	Europe	no	I	Polyomaviridae	simian virus 40		100	2	<=5	2	captive	2007	2007	2007	Verschoor et al, 2008	2008	3	SF
Macaca tonkeana	Macaca	tonkeana		VU	Primates	Cercopithecidae	Asia	Europe	no	I	Polyomaviridae	simian virus 40		41.7	84	>50	35	captive	2007	2007	2007	Verschoor et al, 2008	2008	3	SF
Sus scrofa	Sus	scrofa		LC	Cetartiodactyla	Suidae	Europe, Asia	Asia	yes	IV	Arteriviridae	porcine reproductive and respiratory syndrome virus		0.04	17	<=50	1	captive	2009	2009	2009	Wiratsudakul et al, 2013	2013	2	PVL
Hylobates pileatus	Hylobates	pileatus		EN	Primates	Hylobatidae	Asia	Asia	yes	VI	Retroviridae	simian foamy virus			14	<=50	4	captive	2006-2007	2006	2007	Ayouba et al, 2013	2013	3	PVL
Macaca fascicularis	Macaca	fascicularis		VU	Primates	Cercopithecidae	Asia	Asia	yes	VI	Retroviridae	simian foamy virus			91	>50	42	captive	2006-2007	2006	2007	Ayouba et al, 2013	2013	3	PVL
Macaca leonine	Macaca	leonine		VU	Primates	Cercopithecidae	Asia	Asia	yes	VI	Retroviridae	simian foamy virus			8	<=10	6	captive	2006-2007	2006	2007	Ayouba et al, 2013	2013	3	PVL
Pongo pygmaeus	Pongo	pygmaeus		CR	Primates	Hominidae	Asia	Asia	yes	VI	Retroviridae	simian foamy virus			1	<=5	0	captive	2006-2007	2006	2007	Ayouba et al, 2013	2013	3	PVL
Presbytis cristata	Presbytis	cristata		CR	Primates	Hominidae	Asia	Asia	yes	VI	Retroviridae	simian foamy virus			3	<=5	1	captive	2006-2007	2006	2007	Ayouba et al, 2013	2013	3	PVL
Nycticebus coucang	Nycticebus	coucang		EN	Primates	Lorisidae	Asia	Asia	yes	VI	Retroviridae	simian foamy virus			1	<=5	0	captive	2006-2007	2006	2007	Ayouba et al, 2013	2013	3	PVL
